date,time,city,Area,reporters occupation,description,country
07-Nov-09,20:00,Not Given,Not Given,,Six orange lights not fireworks.,
07-Nov-09,20:30,Tring,Hertfordshire,,Reddish amber bright object flying across sky.,
07-Nov-09,21:00,Cusworth,Doncaster,,Saw UFO definitely not chinese lanterns.,
07-Nov-09,21:35,Hemel Hempstead,Hertfordshire,,Two red and bright lights but not glowing.,
07-Nov-09,21:59,Peterborough,Cambridgeshire,Ex-RN Cdr,"Orange sphere 30 degrees above eastern horizon speed substantial,no noise no normal navigation lights just eerie orange glow.",
07-Nov-09,22:00,Peterborough,Cambridgeshire,,"No details given.  Two separate messages left asking to becontacted.",
07-Nov-09,22:00,Callander,Perthshire,,"Up to 20 individual orange lights, static for 15 seconds before tiltingthen moved off.",
07-Nov-09,23:30,Gillingham,Kent,,"Two UFOs bright orange lights appeared from nowhere, faster thana plane.",
08-Nov-09,00:10,Oswestry,Shropshire,,Orange light not a firework.,
08-Nov-09,18:10,Porthcawl,Mid-Glamorgan,,No description provided.,
08-Nov-09,19:00,Ipswich,Suffolk,,No description provided.,
08-Nov-09,19:12,Telford,Shropshire,,"Two orange lights moving slowly south.  No sound, not jetafterburners, not helicopters as they did not flash.  Wrong colour fordistress rockets.",
08-Nov-09,19:15,Maidenhead,Berkshire,,"Fiery ball, no flashing lights, variable speeds, disappeared into astar, was red and burning",
08-Nov-09,20:00,Leicester,Leicestershire,,"Three lights in sky 5 x 3 groups of disc shapes in a triangleformation.",
09-Nov-09,15:55,Port Talbot,Bryn Valley,,"Orange yellow UFO no contrails, no hazard lights flashing.",
09-Nov-09,17:10,Whitley Bay,Tyne & Wear,,"Orange ball shape going across the sky on a flight path.  Silent.  Soconcerned called 999.",
09-Nov-09,19:23,Plympton,Devon,,"Red and orange sphere half the size of the moon, no noise, but bitswere falling off it, tracked it for 20 seconds, saw a plane fourminutes later which might have seen it.",
10-Nov-09,17:00,Nottingham,West Bridgford,,Seven orangish orbs floating over house in formation.,
10-Nov-09,18:00,Glasgow,Pollock,,"Four lights moving around in a circle over and over again for morethan an hour.",
11-Nov-09,17:30,Glasgow,Glasgow,,A kaleidoscope effect of lights above the building.,
11-Nov-09,20:45,Edenbridge,Kent,,"Very bright yellow in the centre surrounded by orange outer edge, afat boomerang on its side with a fire glow inside. Totally silent and30-40 ft across.",
12-Nov-09,20:30,Northumberland,Northumberland,,"Two very bright, large lights, one higher than the other.  The lowerone then disappeared and reappeared above the higher one, theyswapped sides and then evened out to same level.  Theydisappeared when a planed came into view.",
14-Nov-09,06:55,Haddenham,Cambridgeshire,,"Large bright white light, no trailing light ray groundwards, so not apolice helicopter or aircraft heading for Mildenhall.  And no sound orvibration.",
14-Nov-09,18:05,Shrewsbury,Shropshire,,"Bright light hovering in the sky, three parts, one was red appearedfor 45 minutes before it disappeared.",
14-Nov-09,23:30,Ellesmere Port,Wirral,,"Seven to eight bright orange flame lights in the sky, not plane orhelicopter, no noise and moved fast, then disappeared.",
15-Nov-09,02:00,Milford On Sea,Hampshire,,"Tiny speck of light over Southampton direction.  Seen twice bybinoculars.  N/NE explosion and bang, but not thunder lightening orfirework, lasted 30 seconds.",
16-Nov-09,20:00,Not Given,North Yorkshire,,"Two small red lights moving across the sky like fighter jets, but not afighter jet, reappeared again an hour later.",
19-Nov-09,Not Given,Rumney,Cardiff,,Four lights whirling about above the nature reserve.,
19-Nov-09,22:20,Hollerton,Bradford,,Small ball of fire.,
20-Nov-09,23:20,Cattleford,Yorkshire,,"A mushroom shape light (like a balloon blowing in the wind) beingtracked by three brightly lit aircraft, saw approx 6-7 mushroomshapes and four aircraft.  Couldn't hear any engines.",
22-Nov-09,00:00,Farnham,Surrey,,"Saw a bright red and orange object there was no noise or boom.Believe it was a probably a meteor.",
25-Nov-09,19:15,Long Marston,Yorkshire,,"Ten unidentified lights in the sky appeared for five minutes one afterthe other.",
25-Nov-09,21:20,Doncaster,Yorkshire,,"Saw a very large bright orange ball of fire travelling over woodland.There was no sound.  In size would have been 20 to 30 times biggerthan a jumbo jet.",
26-Nov-09,21:50,Wymondham,Norfolk,,"Two orange large circular objects crossing the sky equal distanceapart, uniform speed, not shimmering, larger than a plane, half ametre in diameter.",
28-Nov-09,01:55,Blackline Hill,Northamptonshire,,Lights in the sky going up and down for the last half hour.,
28-Nov-09,21:00,Witney,Oxfordshire,,"Very bright orange light in the sky always around 9pm, has appearedfour times recently, not a plane and no other explanation other thanUFO.",
29-Nov-09,00:25,Hill Green,Cheshire,,"Two orange lights moving slowly over Wilmslow veered off in adifferent direction.  No noise and flashing flights not aircraft.",
30-Nov-09,19:40,Wilnecote,Staffordshire,,"Strange orange light coming from the North, clear night, no port andstarboard indicators, translucent halo, lasted 1 min 20 secs, constantspeed, straight line.",
24-Jan-06,16:20,,,,An object was moving across the sky and looked like it was on fire. It was cigar shaped and silver in colour.,
30-Jan-06,06:00,Shrewsbury,,,A light was seen travelling rapidly due South West.,Shropshire
07-Feb-06,14:08,Colchester,,,"Four lights in the sky, a bit like fluorescent light strips, with a yellow tinge and very bright, were floating and then disappeared.",Essex
10-Feb-06,19:20,Marlborough,,,"A light was seen that was a flashing ball, changing colour from red, orange, green and blue. Was hovering for about 30 minutes.",Wiltshire
15-Feb-06,20:40,Mitcham,,,"Two bright lights, which were then joined by a third bright light, which then flew along side them.",Surrey
16-Feb-06,21:25,Pegwell Bay/Ramsgate,,,"A UFO, Shooting Star or something was seen, couldn't really make out what it was! Was bright blue/white in colour.",Kent
21-Feb-06,19:45,,,,"A blue ball of light, with a tail at the end",Scotland
28-Feb-06,22:00,Crewe,,,Very bright lights were seen for over half an hour. They were hovering quite slowly from side to side.,Cheshire
03-Mar-06,,Streatham,,,Two objects were seen in the sky.,London
05-Mar-06,17:35,Hemel Hempstead,,,A disc was seen flying above two aircraft.,Bedfordshire
18-Mar-06,22:45,West Kilbride,,,There were two spheres and one was following the other. Looked like they were moving from side to side.,Ayrshire
19-Mar-06,18:35,Newquay,,,"A bright disc was seen hanging in the sky. The object appeared to quiver, rather than move. Moved around and then just vanished.",Cornwall
28-Mar-06,,Derby,,,A bright red light was seen in the sky. The light was moving too quickly across the sky to be an aircraft.,Derbyshire
30-Mar-06,00:40,Plymouth,,,"There was a huge, shimmering ball of orange fire. Flew Eastwards and looked like a black spot, as it disappeared into the clouds.",Devon
14-Apr-06,,,,,A UFO was seen. (Message taken 17 April 2006).,
23-Apr-06,22:00,West Kilbride,,,Four golden spheres. They drifted - South to North East. The witness said they are definitely solid guided craft.,Ayrshire
27-Apr-06,22:30,Trestle,,,"Looked like a satellite coming into the atmosphere and coming to it's end, but then another object came into view and they started zig-zagging about.",Stafford
30-Apr-06,,Barlaston,,,There was the mother ship and two smaller orbs that were moving around it. One of the orbs was white in colour and the other orange.,Staffordshire
05-May-06,,Barlaston,,,The mother ship was seen again. (The two separate sightings were on one letter).,Staffordshire
08-May-06,13:11,St. Tudwal's Islands,,,The object looked like a black square hanging in the sky.,Mid-Wales
16-May-06,19:41,Hastings,,,Two witnesses thought that they saw an alien outside their kitchen window.,East Sussex
20-May-06,22:00,East Dereham,,,Orange lights were seen. They appeared to be in formation and travelling quite slowly.,Norfolk
03-Jun-06,17:05,Maidstone,,,"A large, round, white object, with smaller, round white objects randomly scattered surrounding it. The objects started to fade.",Kent
05-Jun-06,22:12,Haydock,,,"The ball of light looked like a sphere on fire. Like a comet with no tail. It had a circular light glowing in front of it, that was orange/yellow.",Merseyside
08-Jun-06,19:00,Banbury,,,"Looked like a structured object, and it glinted like metal.",Oxon
14-Jun-06,18:15,,,,An object was seen in the sky that was glowing white.,West Yorkshire
17-Jun-06,21:45,Broadstairs,,,"Five orange balls of light, going over one at a time, at about 10-15 minute intervals.",Kent
17-Jun-06,23:30,St Annes,,,Nine objects. Bright orange lights.,Lancashire
18-Jun-06,18:45,Macclesfield,,,"A spinning object, which appeared to have a triangular shaped part on either side of it. Was a grey metallic colour, almost dull.",Cheshire
26-Jun-06,23:30,Lavenham,,,A UFO sighting.,Suffolk
04-Jul-06,22:00,Locherbridges,,,"Dome shaped static object, with lights running up and down the dome, with another light swaying to and fro beneath.",Dumfries
15-Jul-06,18:00,Chorlton,,,Three silver dots/craft were seen very high up in the sky.,Manchester
17-Jul-06,02:00,Marlborough,,,"Two round, stationary, slightly oval lights were seen. A third light kept arcing between the other two oval lights, and lit up the sky.",Devon
18-Jul-06,16:15,Stevenage,,,"The object was oblong shape, and was also described as looking a bit like a scooter.",Bedfordshire
18-Jul-06,21:00,Bispham,,,A row of red lights that were a zig zag shape. Also there were five to seven dim lights.,Lancashire
20-Jul-06,23:45,Johnstone,,,"One pure-orange object, that was spherical. The size of a street light.",Paisley
29-Jul-06,22:40,Seaham,,,Nine balls of orange light were seen. They were following each other and were drifting Northwards. They were visible for about five minutes.,County Durham
29-Jul-06,22:00,Seaham,,Police Officer,"Six yellow/orange lights were seen, travelling in a line/slightly staggered, from South to North.",County Durham
05-Aug-06,21:30,Enfield,,,"13 'orb' like objects in the sky. They were orange in colour. They were darting about in different directions, before shooting straight up.",Middlesex
07-Aug-06,,,,,A UFO.,Derbyshire
09-Aug-06,22:15,Waterlooville,,,A strange object was seen. It was orange in colour.,Hampshire
20-Aug-06,,Torquay,,,Lights were seen.,Devon
21-Aug-06,20:50,,,,Two extremely bright lights were seen.,Shropshire
27-Aug-06,21:30,Herne Bay,,,Eight yellow/orange spheres that looked like they had flames coming out of the back of them.,Kent
06-Sep-06,,Exeter,,,Just said a sighting.,Devon
09-Sep-06,22:00,Oldbury,,,"Five lights/orange fire balls were seen. They were flying in formation. They seemed to hover, before one vanished.",Greater Manchester
,,,,,,
09-Sep-06,21:00,Stamford Hill,,,There was a massive bang and then two large fire balls were seen moving from East to West. They were very bright.,London
09-Sep-06,21:03,Irlham,,,"There was a circular orange ball with an aura around it. Was low in the sky, then increased in height and was very fast.",Greater Manchester
09-Sep-06,,,,,"Seven bright orange lights were seen in the sky, travelling in a straight line from South to North.",Herefordshire Borders
13-Sep-06,21:45,Whitehaven,,,"A triangular object with lights. One green, one red and the other two amber. There was a strange droning noise as it passed overhead.",Cumbria
14-Sep-06,23:05,Kettering,,,"A triangle shaped object that had lights on that looked similar to a helicopter. There was one white, one green and one red light.",Northants
18-Sep-06,05:00,Loch Creran,,,"Slim, flat object like a plate, or pencil, lengthways. Circular light at either end and bigger in the centre. Stationary for 1-2 minutes.",Argyll
22-Sep-06,20:00,White Roding/Dunmow,,,Hundreds of glowing lights moving North East in a line formation. They were moving in rows of three.,Essex
29-Sep-06,,East Linton,,,"A big, round, swirly thing in the sky.",East Lothian
14-Oct-06,17:30,Sunderland,,,A silver pyramid that was rotating at a low speed and off centre.,Tyne & Wear
31-Oct-06,21:30,Hetton-Le-Hole,,,"A black triangular UFO was seen, with three lights on it.",Tyne & Wear
01-Nov-06,19:30,Ayr,,,"A light, way above, in the sky. Moved in a zig zag across the sky.",Ayrshire
02-Nov-06,20:10,Huntingdon,,,Lights that were a really dull yellow. The lights looked like they were interacting with each other.,Cambridgeshire
02-Nov-06,20:30,Spalding,,,"There were about ten orange lights in the sky, and they were moving around in formation.",Lincolnshire
03-Nov-06,14:00,Camsham,,,"Three silver spheres like stars, that were very shiny and shone in the sun.",Somerset
03-Nov-06,22:30,Potters Bar,,,"Saw the underside of a circular, hovering object. It had a bright light that was visible. The object was humming.",Hertfordshire
04-Nov-06,21:30,Walworth,,,A line of four orange lights. They were travelling at speed and quite close together.,London
05-Nov-06,,Seaton,,,Two unidentified flying objects.,Cornwall
06-Nov-06,11:20,Peterborough,,,"Something like shells, with pale pink in the middle, all flying the same speed in formation.",Cambridgeshire
09-Nov-06,,,,,Three spinning objects with three big lights.,North Yorkshire
12-Nov-06,20:20,Petworth,,,Five dancing lights seen.,West Sussex
